0.25  0.781052
0.25325  0.79891
0.2565  0.811951
0.25975  0.819092
0.263  0.820264
0.26625  0.816266
0.2695  0.808519
0.27275  0.798777
0.276  0.788843
0.27925  0.780339
0.2825  0.774538
0.28575  0.772264
0.289  0.77387
0.29225  0.779267
0.2955  0.787996
0.29875  0.799324
0.302  0.812349
0.30525  0.826108
0.3085  0.839663
0.31175  0.852179
0.315  0.862972
0.31825  0.871547
0.3215  0.877604
0.32475  0.881037
0.328  0.881916
0.33125  0.880458
0.3345  0.876999
0.33775  0.871955
0.341  0.865791
0.34425  0.858986
0.3475  0.85201
0.35075  0.845295
0.354  0.839223
0.35725  0.83411
0.3605  0.830201
0.36375  0.827667
0.367  0.826605
0.37025  0.827044
0.3735  0.82895
0.37675  0.832236
0.38  0.836771
0.38325  0.842389
0.3865  0.848899
0.38975  0.856097
0.393  0.863769
0.39625  0.871704
0.3995  0.879699
0.40275  0.887564
0.406  0.895125
0.40925  0.90223
0.4125  0.908749
0.41575  0.914577
0.419  0.919633
0.42225  0.923859
0.4255  0.927221
0.42875  0.929706
0.432  0.931321
0.43525  0.93209
0.4385  0.932054
0.44175  0.931265
0.445  0.929787
0.44825  0.927691
0.4515  0.925057
0.45475  0.921964
0.458  0.918499
0.46125  0.914745
0.4645  0.910785
0.46775  0.906701
0.471  0.90257
0.47425  0.898463
0.4775  0.894449
0.48075  0.890589
0.484  0.886937
0.48725  0.883542
0.4905  0.880446
0.49375  0.877684
0.497  0.875283
0.50025  0.873267
0.5035  0.87165
0.50675  0.870443
0.51  0.86965
0.51325  0.869271
0.5165  0.8693
0.51975  0.869728
0.523  0.870541
0.52625  0.871724
0.5295  0.873257
0.53275  0.875118
0.536  0.877285
0.53925  0.879732
0.5425  0.882432
0.54575  0.88536
0.549  0.888486
0.55225  0.891784
0.5555  0.895225
0.55875  0.898783
0.562  0.90243
0.56525  0.906141
0.5685  0.909891
0.57175  0.913654
0.575  0.917409
0.57825  0.921134
0.5815  0.924808
0.58475  0.928412
0.588  0.93193
0.59125  0.935344
0.5945  0.93864
0.59775  0.941806
0.601  0.944829
0.60425  0.9477
0.6075  0.95041
0.61075  0.95295
0.614  0.955316
0.61725  0.957502
0.6205  0.959504
0.62375  0.961321
0.627  0.96295
0.63025  0.964391
0.6335  0.965644
0.63675  0.966712
0.64  0.967596
0.64325  0.968299
0.6465  0.968825
0.64975  0.969179
0.653  0.969364
0.65625  0.969386
0.6595  0.969251
0.66275  0.968965
0.666  0.968535
0.66925  0.967967
0.6725  0.967268
0.67575  0.966445
0.679  0.965506
0.68225  0.964458
0.6855  0.963308
0.68875  0.962064
0.692  0.960733
0.69525  0.959323
0.6985  0.95784
0.70175  0.956293
0.705  0.954687
0.70825  0.953031
0.7115  0.951331
0.71475  0.949594
0.718  0.947826
0.72125  0.946033
0.7245  0.944222
0.72775  0.942398
0.731  0.940568
0.73425  0.938735
0.7375  0.936906
0.74075  0.935086
0.744  0.933279
0.74725  0.931489
0.7505  0.929721
0.75375  0.92798
0.757  0.926267
0.76025  0.924588
0.7635  0.922945
0.76675  0.921341
0.77  0.91978
0.77325  0.918263
0.7765  0.916793
0.77975  0.915373
0.783  0.914004
0.78625  0.912687
0.7895  0.911426
0.79275  0.91022
0.796  0.909071
0.79925  0.907981
0.8025  0.906949
0.80575  0.905977
0.809  0.905066
0.81225  0.904215
0.8155  0.903425
0.81875  0.902696
0.822  0.902028
0.82525  0.901421
0.8285  0.900875
0.83175  0.900389
0.835  0.899964
0.83825  0.899597
0.8415  0.89929
0.84475  0.899041
0.848  0.898849
0.85125  0.898714
0.8545  0.898634
0.85775  0.898609
0.861  0.898638
0.86425  0.898719
0.8675  0.898852
0.87075  0.899035
0.874  0.899267
0.87725  0.899547
0.8805  0.899874
0.88375  0.900246
0.887  0.900662
0.89025  0.901121
0.8935  0.901622
0.89675  0.902162
0.9  0.902741
0.90325  0.903358
0.9065  0.90401
0.90975  0.904697
0.913  0.905417
0.91625  0.906169
0.9195  0.906951
0.92275  0.907763
0.926  0.908602
0.92925  0.909468
0.9325  0.910359
0.93575  0.911273
0.939  0.91221
0.94225  0.913169
0.9455  0.914147
0.94875  0.915144
0.952  0.916158
0.95525  0.917189
0.9585  0.918235
0.96175  0.919294
0.965  0.920367
0.96825  0.921451
0.9715  0.922546
0.97475  0.92365
0.978  0.924763
0.98125  0.925883
0.9845  0.927009
0.98775  0.928141
0.991  0.929278
0.99425  0.930418
0.9975  0.931561
1.00075  0.932705
1.004  0.933851
1.00725  0.934996
1.0105  0.936141
1.01375  0.937285
1.017  0.938426
1.02025  0.939565
1.0235  0.9407
1.02675  0.94183
1.03  0.942956
1.03325  0.944076
1.0365  0.94519
1.03975  0.946297
1.043  0.947397
1.04625  0.948489
1.0495  0.949573
1.05275  0.950648
1.056  0.951713
1.05925  0.952769
1.0625  0.953815
1.06575  0.95485
1.069  0.955874
1.07225  0.956886
1.0755  0.957887
1.07875  0.958876
1.082  0.959853
1.08525  0.960817
1.0885  0.961768
1.09175  0.962705
1.095  0.96363
1.09825  0.96454
1.1015  0.965437
1.10475  0.966319
1.108  0.967188
1.11125  0.968042
1.1145  0.968881
1.11775  0.969705
1.121  0.970515
1.12425  0.971309
1.1275  0.972089
1.13075  0.972853
1.134  0.973602
1.13725  0.974336
1.1405  0.975054
1.14375  0.975757
1.147  0.976444
1.15025  0.977116
1.1535  0.977772
1.15675  0.978413
1.16  0.979038
1.16325  0.979647
1.1665  0.980241
1.16975  0.98082
1.173  0.981383
1.17625  0.98193
1.1795  0.982463
1.18275  0.982979
1.186  0.983481
1.18925  0.983967
1.1925  0.984439
1.19575  0.984895
1.199  0.985336
1.20225  0.985763
1.2055  0.986174
1.20875  0.986571
1.212  0.986953
1.21525  0.987321
1.2185  0.987675
1.22175  0.988014
1.225  0.988339
1.22825  0.98865
1.2315  0.988947
1.23475  0.98923
1.238  0.9895
1.24125  0.989757
1.2445  0.989999
1.24775  0.990229
1.251  0.990446
1.25425  0.990649
1.2575  0.99084
1.26075  0.991019
1.264  0.991184
1.26725  0.991338
1.2705  0.991479
1.27375  0.991608
1.277  0.991726
1.28025  0.991831
1.2835  0.991925
1.28675  0.992008
1.29  0.992079
1.29325  0.992139
1.2965  0.992189
1.29975  0.992227
1.303  0.992255
1.30625  0.992272
1.3095  0.99228
1.31275  0.992277
1.316  0.992263
1.31925  0.992241
1.3225  0.992208
1.32575  0.992166
1.329  0.992115
1.33225  0.992054
1.3355  0.991984
1.33875  0.991906
1.342  0.991819
1.34525  0.991723
1.3485  0.991619
1.35175  0.991506
1.355  0.991385
1.35825  0.991257
1.3615  0.99112
1.36475  0.990976
1.368  0.990825
1.37125  0.990666
1.3745  0.9905
1.37775  0.990327
1.381  0.990146
1.38425  0.989959
1.3875  0.989766
1.39075  0.989566
1.394  0.989359
1.39725  0.989147
1.4005  0.988928
1.40375  0.988703
1.407  0.988473
1.41025  0.988237
1.4135  0.987995
1.41675  0.987748
1.42  0.987496
1.42325  0.987238
1.4265  0.986976
1.42975  0.986708
1.433  0.986436
1.43625  0.986159
1.4395  0.985878
1.44275  0.985592
1.446  0.985302
1.44925  0.985007
1.4525  0.984709
1.45575  0.984407
1.459  0.984101
1.46225  0.983791
1.4655  0.983477
1.46875  0.98316
1.472  0.98284
1.47525  0.982516
1.4785  0.982189
1.48175  0.981859
1.485  0.981527
1.48825  0.981191
1.4915  0.980852
1.49475  0.980511
1.498  0.980167
1.50125  0.979821
1.5045  0.979472
1.50775  0.979121
1.511  0.978768
1.51425  0.978412
1.5175  0.978055
1.52075  0.977695
1.524  0.977334
1.52725  0.976971
1.5305  0.976606
1.53375  0.97624
1.537  0.975872
1.54025  0.975502
1.5435  0.975132
1.54675  0.974759
1.55  0.974386
1.55325  0.974012
1.5565  0.973636
1.55975  0.973259
1.563  0.972882
1.56625  0.972503
1.5695  0.972124
1.57275  0.971744
1.576  0.971363
1.57925  0.970982
1.5825  0.9706
1.58575  0.970217
1.589  0.969834
1.59225  0.969451
1.5955  0.969068
1.59875  0.968684
1.602  0.9683
1.60525  0.967916
1.6085  0.967531
1.61175  0.967147
1.615  0.966763
1.61825  0.966378
1.6215  0.965994
1.62475  0.96561
1.628  0.965226
1.63125  0.964843
1.6345  0.964459
1.63775  0.964077
1.641  0.963694
1.64425  0.963312
1.6475  0.96293
1.65075  0.962549
1.654  0.962169
1.65725  0.961789
1.6605  0.961409
1.66375  0.961031
1.667  0.960653
1.67025  0.960275
1.6735  0.959899
1.67675  0.959523
1.68  0.959149
1.68325  0.958775
1.6865  0.958402
1.68975  0.95803
1.693  0.957659
1.69625  0.957288
1.6995  0.956919
1.70275  0.956551
1.706  0.956185
1.70925  0.955819
1.7125  0.955454
1.71575  0.955091
1.719  0.954729
1.72225  0.954367
1.7255  0.954008
1.72875  0.953649
1.732  0.953292
1.73525  0.952936
1.7385  0.952582
1.74175  0.952228
1.745  0.951876
1.74825  0.951526
1.7515  0.951177
1.75475  0.950829
1.758  0.950483
1.76125  0.950139
1.7645  0.949795
1.76775  0.949454
1.771  0.949114
1.77425  0.948775
1.7775  0.948438
1.78075  0.948102
1.784  0.947769
1.78725  0.947436
1.7905  0.947105
1.79375  0.946776
1.797  0.946449
1.80025  0.946123
1.8035  0.945799
1.80675  0.945476
1.81  0.945156
1.81325  0.944836
1.8165  0.944519
1.81975  0.944203
1.823  0.943889
1.82625  0.943577
1.8295  0.943266
1.83275  0.942957
1.836  0.94265
1.83925  0.942345
1.8425  0.942041
1.84575  0.94174
1.849  0.941439
1.85225  0.941141
1.8555  0.940845
1.85875  0.94055
1.862  0.940257
1.86525  0.939966
1.8685  0.939677
1.87175  0.939389
