1e-05  -3.14159  4032.41
1e-05  -3.01593  4026.63
1e-05  -2.89027  4020.96
1e-05  -2.7646  4015.51
1e-05  -2.63894  4010.34
1e-05  -2.51327  4005.55
1e-05  -2.38761  4001.2
1e-05  -2.26195  3997.37
1e-05  -2.13628  3994.12
1e-05  -2.01062  3991.49
1e-05  -1.88496  3989.53
1e-05  -1.75929  3988.27
1e-05  -1.63363  3987.73
1e-05  -1.50796  3987.91
1e-05  -1.3823  3988.82
1e-05  -1.25664  3990.44
1e-05  -1.13097  3992.74
1e-05  -1.00531  3995.69
1e-05  -0.879646  3999.25
1e-05  -0.753982  4003.35
1e-05  -0.628319  4007.94
1e-05  -0.502655  4012.94
1e-05  -0.376991  4018.28
1e-05  -0.251327  4023.86
1e-05  -0.125664  4029.6
1e-05  1.11022e-15  4035.42
1e-05  0.125664  4041.21
1e-05  0.251327  4046.89
1e-05  0.376991  4052.37
1e-05  0.502655  4057.56
1e-05  0.628319  4062.38
1e-05  0.753982  4066.74
1e-05  0.879646  4070.59
1e-05  1.00531  4073.86
1e-05  1.13097  4076.5
1e-05  1.25664  4078.47
1e-05  1.3823  4079.73
1e-05  1.50796  4080.27
1e-05  1.63363  4080.07
1e-05  1.75929  4079.15
1e-05  1.88496  4077.51
1e-05  2.01062  4075.19
1e-05  2.13628  4072.21
1e-05  2.26195  4068.63
1e-05  2.38761  4064.51
1e-05  2.51327  4059.9
1e-05  2.63894  4054.89
1e-05  2.7646  4049.54
1e-05  2.89027  4043.96
1e-05  3.01593  4038.21
1.20226e-05  -3.14159  4031.2
1.20226e-05  -3.01593  4024.86
1.20226e-05  -2.89027  4018.65
1.20226e-05  -2.7646  4012.67
1.20226e-05  -2.63894  4007.01
1.20226e-05  -2.51327  4001.76
1.20226e-05  -2.38761  3996.99
1.20226e-05  -2.26195  3992.8
1.20226e-05  -2.13628  3989.23
1.20226e-05  -2.01062  3986.35
1.20226e-05  -1.88496  3984.2
1.20226e-05  -1.75929  3982.82
1.20226e-05  -1.63363  3982.22
1.20226e-05  -1.50796  3982.42
1.20226e-05  -1.3823  3983.42
1.20226e-05  -1.25664  3985.19
1.20226e-05  -1.13097  3987.71
1.20226e-05  -1.00531  3990.95
1.20226e-05  -0.879646  3994.85
1.20226e-05  -0.753982  3999.35
1.20226e-05  -0.628319  4004.38
1.20226e-05  -0.502655  4009.86
1.20226e-05  -0.376991  4015.7
1.20226e-05  -0.251327  4021.83
1.20226e-05  -0.125664  4028.12
1.20226e-05  1.11022e-15  4034.5
1.20226e-05  0.125664  4040.85
1.20226e-05  0.251327  4047.08
1.20226e-05  0.376991  4053.09
1.20226e-05  0.502655  4058.78
1.20226e-05  0.628319  4064.06
1.20226e-05  0.753982  4068.85
1.20226e-05  0.879646  4073.07
1.20226e-05  1.00531  4076.66
1.20226e-05  1.13097  4079.55
1.20226e-05  1.25664  4081.71
1.20226e-05  1.3823  4083.09
1.20226e-05  1.50796  4083.68
1.20226e-05  1.63363  4083.47
1.20226e-05  1.75929  4082.45
1.20226e-05  1.88496  4080.66
1.20226e-05  2.01062  4078.11
1.20226e-05  2.13628  4074.84
1.20226e-05  2.26195  4070.92
1.20226e-05  2.38761  4066.39
1.20226e-05  2.51327  4061.34
1.20226e-05  2.63894  4055.84
1.20226e-05  2.7646  4049.99
1.20226e-05  2.89027  4043.86
1.20226e-05  3.01593  4037.56
1.44544e-05  -3.14159  4029.76
1.44544e-05  -3.01593  4022.81
1.44544e-05  -2.89027  4016.01
1.44544e-05  -2.7646  4009.45
1.44544e-05  -2.63894  4003.24
